doi,geo_demographic_source,country_code,geo_demographic_total
10.1080/00207594.2012.680460,twitter,US,3
10.1080/00207594.2012.680460,twitter,NL,1
10.1080/00207594.2012.680460,twitter,NO,1
10.1080/00207594.2012.680460,twitter,IE,1
10.1080/00207594.2012.680460,twitter,ES,1
10.1080/00207594.2012.680460,twitter,GB,3
10.1080/00207594.2012.680460,mendeley,PL,1
10.1080/00207594.2012.680460,mendeley,US,1
10.1080/00207594.2012.680460,mendeley,ES,3
10.1080/00207594.2012.680460,mendeley,GB,1
10.1016/j.jinteco.2012.08.005,mendeley,IN,1
10.1016/j.jinteco.2012.08.005,mendeley,JP,1
10.1016/j.jinteco.2012.08.005,mendeley,FR,2
10.1016/j.jinteco.2012.08.005,mendeley,SE,2
10.1016/j.jinteco.2012.08.005,mendeley,CO,1
10.1016/j.jinteco.2012.08.005,mendeley,BR,1
10.1017/s0266462313000251,twitter,US,1
10.1021/es402618m,twitter,DE,3
10.1021/es402618m,twitter,CN,1
10.1021/es402618m,twitter,US,1
10.1021/es402618m,twitter,AU,1
10.1021/es402618m,twitter,SE,2
10.1021/es402618m,twitter,GB,14
10.5172/impp.2013.15.2.149,twitter,NZ,1
10.5172/impp.2013.15.2.149,twitter,AU,1
10.5172/impp.2013.15.2.149,twitter,US,6
10.5172/impp.2013.15.2.149,twitter,GB,1
10.5172/impp.2013.15.2.149,twitter,BR,1
10.5172/impp.2013.15.2.149,mendeley,IT,1
10.5172/impp.2013.15.2.149,mendeley,IE,2
10.5172/impp.2013.15.2.149,mendeley,GB,1
10.1038/sc.2012.177,twitter,ES,1
10.1371/journal.pone.0078737,twitter,FI,1
10.1371/journal.pone.0078737,twitter,DE,2
10.1371/journal.pone.0078737,twitter,DK,1
10.1371/journal.pone.0078737,twitter,CO,1
10.1371/journal.pone.0078737,twitter,MX,1
10.1371/journal.pone.0078737,twitter,ES,1
10.1371/journal.pone.0078737,twitter,SE,1
10.1371/journal.pone.0078737,twitter,KE,1
10.1371/journal.pone.0078737,twitter,CA,2
10.1371/journal.pone.0078737,twitter,US,8
10.1371/journal.pone.0078737,twitter,AU,2
10.1371/journal.pone.0078737,twitter,CH,1
10.1371/journal.pone.0078737,twitter,BR,2
10.1371/journal.pone.0078737,twitter,FR,1
10.1371/journal.pone.0078737,twitter,GB,7
10.1371/journal.pone.0078737,mendeley,RU,1
10.1371/journal.pone.0078737,mendeley,TW,1
10.1371/journal.pone.0078737,mendeley,US,1
10.1371/journal.pone.0078737,mendeley,FR,1
10.1371/journal.pone.0078737,mendeley,AU,1
10.1371/journal.pone.0078737,mendeley,DK,1
10.1371/journal.pone.0078737,mendeley,PL,1
10.1371/journal.pone.0078737,mendeley,BR,1
10.1371/journal.pone.0078737,mendeley,MX,1
10.1371/journal.pone.0078737,mendeley,GB,2
10.1371/journal.pone.0078737,mendeley,CA,1
10.3310/hta17390,mendeley,DE,1
10.3310/hta17390,mendeley,CH,1
10.3310/hta17390,mendeley,US,1
10.3310/hta17390,mendeley,GB,1
10.1038/nclimate1970,twitter,US,4
10.1038/nclimate1970,twitter,AU,2
10.1038/nclimate1970,twitter,MV,1
10.1038/nclimate1970,twitter,FR,1
10.1038/nclimate1970,twitter,CW,1
10.1038/nclimate1970,twitter,GB,4
10.1038/nclimate1970,twitter,CO,1
10.1038/nclimate1970,twitter,ES,1
10.1038/nclimate1970,twitter,SE,1
10.1038/nclimate1970,mendeley,PT,2
10.1038/nclimate1970,mendeley,US,2
10.1038/nclimate1970,mendeley,AU,2
10.1038/nclimate1970,mendeley,JP,2
10.1038/nclimate1970,mendeley,CH,1
10.1038/nclimate1970,mendeley,GB,1
10.1038/nclimate1970,mendeley,CO,2
10.1038/nclimate1970,mendeley,MX,1
10.1038/nclimate1970,mendeley,SE,1
10.1136/annrheumdis-2012-202745,twitter,PH,1
10.1136/annrheumdis-2012-202745,twitter,IN,1
10.1136/annrheumdis-2012-202745,twitter,PL,1
10.1136/annrheumdis-2012-202745,twitter,CR,1
10.1136/annrheumdis-2012-202745,twitter,SA,2
10.1136/annrheumdis-2012-202745,twitter,MX,1
10.1136/annrheumdis-2012-202745,twitter,ES,14
10.1136/annrheumdis-2012-202745,twitter,CY,1
10.1136/annrheumdis-2012-202745,twitter,MY,2
10.1136/annrheumdis-2012-202745,twitter,NL,1
10.1136/annrheumdis-2012-202745,twitter,AU,4
10.1136/annrheumdis-2012-202745,twitter,US,3
10.1136/annrheumdis-2012-202745,twitter,CA,2
10.1136/annrheumdis-2012-202745,twitter,FR,4
10.1136/annrheumdis-2012-202745,twitter,GB,6
10.1136/annrheumdis-2012-202745,mendeley,TW,1
10.1136/annrheumdis-2012-202745,mendeley,JP,1
10.1136/annrheumdis-2012-202745,mendeley,DK,1
10.1136/annrheumdis-2012-202745,mendeley,MX,1
10.1136/annrheumdis-2012-202745,mendeley,ES,2
10.1136/annrheumdis-2012-202745,mendeley,BR,1
10.1136/annrheumdis-2012-202745,mendeley,IT,1
10.1136/annrheumdis-2012-202745,mendeley,PT,1
10.1136/annrheumdis-2012-202745,mendeley,US,1
10.1136/annrheumdis-2012-202745,mendeley,AU,2
10.1136/annrheumdis-2012-202745,mendeley,HK,1
10.1136/annrheumdis-2012-202745,mendeley,CH,1
10.1136/annrheumdis-2012-202745,mendeley,GB,4
10.1038/nrrheum.2013.141,twitter,RU,1
10.1038/nrrheum.2013.141,twitter,US,3
10.1038/nrrheum.2013.141,twitter,AU,2
10.1038/nrrheum.2013.141,twitter,KZ,1
10.1038/nrrheum.2013.141,twitter,IE,1
10.1038/nrrheum.2013.141,twitter,GB,2
10.1038/nrrheum.2013.141,twitter,BR,1
10.1038/nrrheum.2013.141,mendeley,IT,1
10.1038/nrrheum.2013.141,mendeley,GB,1
10.1038/nrrheum.2013.141,mendeley,US,2
10.1038/nrrheum.2013.141,mendeley,ES,2
10.1038/nrrheum.2013.141,mendeley,BR,2
10.1007/s10561-013-9397-6,mendeley,DE,1
10.1007/s10561-013-9397-6,mendeley,GR,1
10.1007/s10561-013-9397-6,mendeley,ES,1
10.1007/s10561-013-9397-6,mendeley,BE,1
10.1016/j.rser.2013.02.019,mendeley,DE,2
10.1016/j.rser.2013.02.019,mendeley,CN,1
10.1016/j.rser.2013.02.019,mendeley,IN,2
10.1016/j.rser.2013.02.019,mendeley,JP,1
10.1016/j.rser.2013.02.019,mendeley,IT,1
10.1016/j.rser.2013.02.019,mendeley,MX,2
10.1016/j.rser.2013.02.019,mendeley,CO,1
10.1016/j.rser.2013.02.019,mendeley,ES,3
10.1016/j.rser.2013.02.019,mendeley,BR,1
10.1016/j.rser.2013.02.019,mendeley,US,2
10.1016/j.rser.2013.02.019,mendeley,MY,1
10.1016/j.rser.2013.02.019,mendeley,NL,2
10.1016/j.rser.2013.02.019,mendeley,NO,1
10.1016/j.rser.2013.02.019,mendeley,CH,1
10.1016/j.rser.2013.02.019,mendeley,GB,1
10.1016/j.rser.2013.02.019,mendeley,FR,2
10.1016/j.rser.2013.02.019,mendeley,TR,1
10.1016/j.rser.2013.02.019,mendeley,CA,1
10.1016/j.envpol.2013.06.003,mendeley,DE,2
10.1016/j.envpol.2013.06.003,mendeley,IN,1
10.1016/j.envpol.2013.06.003,mendeley,NO,1
10.1016/j.envpol.2013.06.003,mendeley,PL,1
10.1016/j.envpol.2013.06.003,mendeley,MX,1
10.1016/j.envpol.2013.06.003,mendeley,ES,2
10.1016/j.envpol.2013.06.003,mendeley,BR,1
10.1016/j.envpol.2013.06.003,mendeley,KE,1
10.1016/j.envpol.2013.06.003,mendeley,US,3
10.1016/j.envpol.2013.06.003,mendeley,MY,1
10.1016/j.envpol.2013.06.003,mendeley,NL,2
10.1016/j.envpol.2013.06.003,mendeley,GB,1
10.1016/j.envpol.2013.06.003,mendeley,FR,3
10.1016/j.envpol.2013.06.003,mendeley,CA,1
10.1016/j.retrec.2012.06.038,mendeley,ID,1
10.1016/j.retrec.2012.06.038,mendeley,PT,1
10.1016/j.retrec.2012.06.038,mendeley,MT,1
10.1016/j.retrec.2012.06.038,mendeley,BR,3
10.1016/j.retrec.2012.06.038,mendeley,CO,1
10.1016/j.retrec.2012.06.038,mendeley,NG,1
10.1016/j.retrec.2012.06.038,mendeley,ZA,1
10.1016/j.resourpol.2013.09.010,mendeley,ID,1
10.1016/j.resourpol.2013.09.010,mendeley,US,1
10.1016/j.resourpol.2013.09.010,mendeley,RU,1
10.1016/j.resourpol.2013.09.010,mendeley,DK,1
10.1016/j.resourpol.2013.09.010,mendeley,CA,1
10.1016/j.resourpol.2013.09.010,mendeley,MX,1
10.1016/j.resourpol.2013.09.010,mendeley,ZA,2
10.1016/j.resourpol.2013.09.010,mendeley,GB,1
10.1016/j.techfore.2012.08.007,mendeley,KE,2
10.1016/j.techfore.2012.08.007,mendeley,ES,1
10.1016/j.techfore.2012.08.007,mendeley,US,2
10.1016/j.techfore.2012.08.007,mendeley,TZ,1
10.1016/j.techfore.2012.08.007,mendeley,AU,1
10.1016/j.techfore.2012.08.007,mendeley,ZW,1
10.1016/j.techfore.2012.08.007,mendeley,GB,1
10.1016/j.techfore.2012.08.007,mendeley,MX,2
10.1016/j.techfore.2012.08.007,mendeley,KR,1
10.1016/j.techfore.2012.08.007,mendeley,IN,2
10.1016/j.techfore.2012.08.007,mendeley,BR,1
10.1016/j.rser.2013.08.013,twitter,FR,1
10.1016/j.rser.2013.08.013,twitter,US,1
10.1016/j.rser.2013.08.013,twitter,NL,2
10.1016/j.rser.2013.08.013,twitter,GB,2
10.1016/j.rser.2013.08.013,mendeley,DE,3
10.1016/j.rser.2013.08.013,mendeley,IN,1
10.1016/j.rser.2013.08.013,mendeley,BR,1
10.1016/j.rser.2013.08.013,mendeley,DK,3
10.1016/j.rser.2013.08.013,mendeley,FR,1
10.1016/j.rser.2013.08.013,mendeley,ES,1
10.1016/j.rser.2013.08.013,mendeley,KR,1
10.1016/j.rser.2013.08.013,mendeley,IT,1
10.1016/j.rser.2013.08.013,mendeley,LV,1
10.1016/j.rser.2013.08.013,mendeley,US,1
10.1016/j.rser.2013.08.013,mendeley,MY,2
10.1016/j.rser.2013.08.013,mendeley,AU,1
10.1016/j.rser.2013.08.013,mendeley,CH,1
10.1016/j.rser.2013.08.013,mendeley,GB,4
10.1016/j.rser.2013.08.013,mendeley,EC,1
10.1016/j.rser.2013.08.013,mendeley,CA,1
10.1021/es401932b,twitter,GR,1
10.1021/es401932b,twitter,BR,1
10.1021/es401932b,twitter,US,3
10.1021/es401932b,twitter,SE,1
10.1021/es401932b,mendeley,PH,1
10.1021/es401932b,mendeley,IN,1
10.1021/es401932b,mendeley,US,1
10.1021/es401932b,mendeley,DE,3
10.1021/es401932b,mendeley,DK,2
10.1021/es401932b,mendeley,NO,1
10.1021/es401932b,mendeley,BR,2
10.1021/es401932b,mendeley,KR,1
10.1021/es401932b,mendeley,BE,1
10.1007/s11095-012-0958-3,mendeley,DE,1
10.1007/s11095-012-0958-3,mendeley,US,3
10.1007/s11095-012-0958-3,mendeley,RU,1
10.1007/s11095-012-0958-3,mendeley,PL,1
10.1007/s11095-012-0958-3,mendeley,MX,1
10.1007/s11095-012-0958-3,mendeley,BE,1
10.1016/j.enpol.2013.05.111,mendeley,ID,1
10.1016/j.enpol.2013.05.111,mendeley,CO,1
10.1016/j.enpol.2013.05.111,mendeley,BR,1
10.1016/j.apenergy.2012.06.032,mendeley,TR,1
10.1016/j.apenergy.2012.06.032,mendeley,JP,1
10.1016/j.apenergy.2012.06.032,mendeley,DK,1
10.1016/j.apenergy.2012.06.032,mendeley,KR,1
10.1016/j.apenergy.2012.06.032,mendeley,SE,1
10.1016/j.apenergy.2012.06.032,mendeley,PT,1
10.1016/j.apenergy.2012.06.032,mendeley,US,4
10.1016/j.apenergy.2012.06.032,mendeley,MY,1
10.1016/j.apenergy.2012.06.032,mendeley,NL,1
10.1016/j.apenergy.2012.06.032,mendeley,NO,1
10.1016/j.apenergy.2012.06.032,mendeley,TH,1
10.1016/j.apenergy.2012.06.032,mendeley,GB,1
10.1016/j.jom.2013.04.002,twitter,GB,2
10.1016/j.jom.2013.04.002,mendeley,CN,1
10.1016/j.jom.2013.04.002,mendeley,US,1
10.1016/j.jom.2013.04.002,mendeley,AU,1
10.1016/j.jom.2013.04.002,mendeley,CL,1
10.1016/j.jom.2013.04.002,mendeley,BR,2
10.1016/j.jom.2013.04.002,mendeley,GB,1
10.1111/1468-0327.12018,mendeley,FI,1
10.1111/1468-0327.12018,mendeley,MY,1
10.1111/1468-0327.12018,mendeley,NL,2
10.1111/1468-0327.12018,mendeley,IT,1
10.1111/1468-0327.12018,mendeley,SE,1
10.1111/1468-0327.12018,mendeley,FR,1
10.1111/1468-0327.12018,mendeley,KR,1
10.1111/1468-0327.12018,mendeley,GB,1
10.1007/s12571-013-0290-8,twitter,IT,1
10.1007/s12571-013-0290-8,twitter,US,2
10.1007/s12571-013-0290-8,mendeley,KE,4
10.1007/s12571-013-0290-8,mendeley,US,2
10.1007/s12571-013-0290-8,mendeley,TZ,1
10.1007/s12571-013-0290-8,mendeley,FR,1
10.1007/s12571-013-0290-8,mendeley,MG,1
10.1007/s12571-013-0290-8,mendeley,MX,4
10.1007/s12571-013-0290-8,mendeley,ZA,1
10.1007/s12571-013-0290-8,mendeley,GB,1
10.1038/504202a,twitter,FI,1
10.1038/504202a,twitter,DE,2
10.1038/504202a,twitter,JP,5
10.1038/504202a,twitter,CI,1
10.1038/504202a,twitter,GR,2
10.1038/504202a,twitter,BR,1
10.1038/504202a,twitter,PE,1
10.1038/504202a,twitter,PT,2
10.1038/504202a,twitter,US,24
10.1038/504202a,twitter,NO,3
10.1038/504202a,twitter,SE,2
10.1038/504202a,twitter,FR,1
10.1038/504202a,twitter,CH,1
10.1038/504202a,twitter,GB,14
10.1038/504202a,twitter,IT,3
10.1038/504202a,twitter,MX,2
10.1038/504202a,twitter,ES,1
10.1038/504202a,twitter,BE,1
10.1038/504202a,twitter,CY,1
10.1038/504202a,twitter,AU,1
10.1038/504202a,twitter,GE,1
10.1038/504202a,twitter,AT,2
10.1038/504202a,twitter,SA,1
10.1038/504202a,twitter,TR,1
10.1038/504202a,twitter,CA,14
10.1038/504202a,mendeley,RU,1
10.1038/504202a,mendeley,US,1
10.1038/504202a,mendeley,ES,1
10.4103/0019-5545.105512,twitter,IN,2
10.4103/0019-5545.105512,twitter,US,2
10.1177/1084822313480365,twitter,NO,1
10.1177/1084822313480365,twitter,AU,1
10.1038/495426a,twitter,DE,31
10.1038/495426a,twitter,AE,1
10.1038/495426a,twitter,JP,14
10.1038/495426a,twitter,QA,1
10.1038/495426a,twitter,KZ,1
10.1038/495426a,twitter,SJ,1
10.1038/495426a,twitter,PL,5
10.1038/495426a,twitter,IE,14
10.1038/495426a,twitter,GR,8
10.1038/495426a,twitter,UZ,1
10.1038/495426a,twitter,NG,2
10.1038/495426a,twitter,BR,22
10.1038/495426a,twitter,PY,1
10.1038/495426a,twitter,LV,1
10.1038/495426a,twitter,PT,5
10.1038/495426a,twitter,MK,5
10.1038/495426a,twitter,NL,32
10.1038/495426a,twitter,HK,1
10.1038/495426a,twitter,IR,1
10.1038/495426a,twitter,NO,12
10.1038/495426a,twitter,CW,2
10.1038/495426a,twitter,SY,1
10.1038/495426a,twitter,PE,3
10.1038/495426a,twitter,CR,2
10.1038/495426a,twitter,ID,5
10.1038/495426a,twitter,CN,3
10.1038/495426a,twitter,FI,7
10.1038/495426a,twitter,AD,1
10.1038/495426a,twitter,PR,1
10.1038/495426a,twitter,IT,30
10.1038/495426a,twitter,EC,4
10.1038/495426a,twitter,CF,1
10.1038/495426a,twitter,GD,2
10.1038/495426a,twitter,CO,12
10.1038/495426a,twitter,ES,94
10.1038/495426a,twitter,SN,1
10.1038/495426a,twitter,PK,1
10.1038/495426a,twitter,KE,3
10.1038/495426a,twitter,CY,1
10.1038/495426a,twitter,AR,8
10.1038/495426a,twitter,AU,63
10.1038/495426a,twitter,CH,10
10.1038/495426a,twitter,SA,1
10.1038/495426a,twitter,MY,1
10.1038/495426a,twitter,NZ,11
10.1038/495426a,twitter,LK,1
10.1038/495426a,twitter,HN,1
10.1038/495426a,twitter,NP,1
10.1038/495426a,twitter,BE,9
10.1038/495426a,twitter,PH,8
10.1038/495426a,twitter,DK,8
10.1038/495426a,twitter,KP,1
10.1038/495426a,twitter,CA,101
10.1038/495426a,twitter,KR,4
10.1038/495426a,twitter,CL,11
10.1038/495426a,twitter,SG,2
10.1038/495426a,twitter,RU,6
10.1038/495426a,twitter,LA,1
10.1038/495426a,twitter,US,411
10.1038/495426a,twitter,BA,1
10.1038/495426a,twitter,BD,1
10.1038/495426a,twitter,GY,1
10.1038/495426a,twitter,SE,14
10.1038/495426a,twitter,FR,44
10.1038/495426a,twitter,GB,192
10.1038/495426a,twitter,MC,1
10.1038/495426a,twitter,CZ,3
10.1038/495426a,twitter,IN,17
10.1038/495426a,twitter,AF,1
10.1038/495426a,twitter,VE,5
10.1038/495426a,twitter,MX,24
10.1038/495426a,twitter,LU,2
10.1038/495426a,twitter,ZA,10
10.1038/495426a,twitter,RO,1
10.1038/495426a,twitter,EE,2
10.1038/495426a,twitter,HU,1
10.1038/495426a,twitter,UY,1
10.1038/495426a,twitter,SM,1
10.1038/495426a,twitter,AT,12
10.1038/495426a,twitter,RS,1
10.1038/495426a,twitter,TR,3
10.1038/495426a,twitter,GW,1
10.1038/495426a,mendeley,DE,6
10.1038/495426a,mendeley,NO,1
10.1038/495426a,mendeley,EG,1
10.1038/495426a,mendeley,DK,2
10.1038/495426a,mendeley,CO,1
10.1038/495426a,mendeley,GR,1
10.1038/495426a,mendeley,AR,1
10.1038/495426a,mendeley,IL,1
10.1038/495426a,mendeley,US,11
10.1038/495426a,mendeley,NL,4
10.1038/495426a,mendeley,BR,5
10.1038/495426a,mendeley,FR,2
10.1038/495426a,mendeley,GB,6
10.1038/495426a,mendeley,PR,1
10.1038/495426a,mendeley,IT,3
10.1038/495426a,mendeley,MX,1
10.1038/495426a,mendeley,ES,3
10.1038/495426a,mendeley,LU,1
10.1038/495426a,mendeley,BE,1
10.1038/495426a,mendeley,SK,1
10.1038/495426a,mendeley,AU,1
10.1038/495426a,mendeley,CH,2
10.1038/495426a,mendeley,AT,1
10.1016/j.techfore.2013.04.018,twitter,VE,2
10.1016/j.techfore.2013.04.018,twitter,GB,1
10.1016/j.techfore.2013.04.018,mendeley,CZ,1
10.1016/j.techfore.2013.04.018,mendeley,US,1
10.1016/j.techfore.2013.04.018,mendeley,IT,2
10.1016/j.techfore.2013.04.018,mendeley,CO,1
10.1016/j.techfore.2013.04.018,mendeley,KR,1
10.1016/j.techfore.2013.04.018,mendeley,PE,1
10.1007/s10734-012-9549-9,mendeley,NZ,1
10.1007/s10734-012-9549-9,mendeley,HU,1
10.1007/s10734-012-9549-9,mendeley,CA,1
10.1155/2013/963525,mendeley,IN,1
10.1155/2013/963525,mendeley,JP,1
10.1155/2013/963525,mendeley,MY,1
10.1155/2013/963525,mendeley,IT,1
10.1155/2013/963525,mendeley,US,1
10.1155/2013/963525,mendeley,AR,1
10.1155/2013/963525,mendeley,ES,1
10.1016/j.jclepro.2012.03.009,mendeley,IE,1
10.1016/j.jclepro.2012.03.009,mendeley,GB,2
10.1016/j.jclepro.2012.03.009,mendeley,CO,1
10.1016/j.jclepro.2012.03.009,mendeley,NL,3
10.1016/j.jclepro.2012.03.009,mendeley,BR,2
10.1016/j.marenvres.2013.09.012,twitter,US,1
10.1016/j.marenvres.2013.09.012,mendeley,DE,1
10.1016/j.marenvres.2013.09.012,mendeley,CN,1
10.1016/j.marenvres.2013.09.012,mendeley,US,2
10.1016/j.marenvres.2013.09.012,mendeley,MY,1
10.1016/j.marenvres.2013.09.012,mendeley,NO,2
10.1016/j.marenvres.2013.09.012,mendeley,CO,1
10.1016/j.marenvres.2013.09.012,mendeley,KR,1
10.1016/j.marenvres.2013.09.012,mendeley,MX,2
10.1016/j.marenvres.2013.09.012,mendeley,GB,3
10.1109/tlt.2012.15,twitter,US,1
10.1109/tlt.2012.15,mendeley,CL,1
10.1109/tlt.2012.15,mendeley,AU,1
10.1109/tlt.2012.15,mendeley,JP,1
10.1109/tlt.2012.15,mendeley,ES,2
10.1109/tlt.2012.15,mendeley,BR,1
10.1136/amiajnl-2013-001923,mendeley,IL,1
10.1136/amiajnl-2013-001923,mendeley,US,2
10.1136/amiajnl-2013-001923,mendeley,BE,1
10.1136/amiajnl-2013-001923,mendeley,DE,1
10.1136/amiajnl-2013-001923,mendeley,GB,2
10.1136/amiajnl-2013-001923,mendeley,ES,1
10.1136/amiajnl-2013-001923,mendeley,BR,1
10.1016/j.fuproc.2013.01.014,mendeley,BR,1
10.1016/j.fuproc.2013.01.014,mendeley,US,1
10.1016/j.fuproc.2013.01.014,mendeley,MY,1
10.1016/j.fuproc.2013.01.014,mendeley,TR,1
10.1016/j.fuproc.2013.01.014,mendeley,CA,1
10.1093/icc/dts027,mendeley,IT,1
10.1088/1748-9326/8/3/034038,mendeley,IT,1
10.1088/1748-9326/8/3/034038,mendeley,US,1
10.1088/1748-9326/8/3/034038,mendeley,ID,1
10.1088/1748-9326/8/3/034038,mendeley,NL,2
10.1088/1748-9326/8/3/034038,mendeley,DE,1
10.1088/1748-9326/8/3/034038,mendeley,DK,1
10.1088/1748-9326/8/3/034038,mendeley,GH,1
10.1088/1748-9326/8/3/034038,mendeley,TH,1
10.1088/1748-9326/8/3/034038,mendeley,GB,2
10.1016/j.still.2012.11.002,mendeley,MX,1
10.1016/j.still.2012.11.002,mendeley,GB,1
10.1016/j.still.2012.11.002,mendeley,US,1
10.1016/j.still.2012.11.002,mendeley,ID,1
10.1016/j.still.2012.11.002,mendeley,BR,1
10.1016/j.mayocp.2013.03.002,twitter,DE,1
10.1016/j.mayocp.2013.03.002,twitter,ES,3
10.1016/j.mayocp.2013.03.002,mendeley,NZ,1
10.1016/j.mayocp.2013.03.002,mendeley,PH,1
10.1016/j.mayocp.2013.03.002,mendeley,US,2
10.1016/j.mayocp.2013.03.002,mendeley,GB,1
10.1111/1574-6976.12028,twitter,IT,1
10.1111/1574-6976.12028,twitter,FR,1
10.1111/1574-6976.12028,twitter,US,2
10.1111/1574-6976.12028,twitter,NL,2
10.1111/1574-6976.12028,twitter,GB,1
10.1111/1574-6976.12028,mendeley,DE,3
10.1111/1574-6976.12028,mendeley,DK,1
10.1111/1574-6976.12028,mendeley,PL,1
10.1111/1574-6976.12028,mendeley,IE,1
10.1111/1574-6976.12028,mendeley,BR,10
10.1111/1574-6976.12028,mendeley,PT,3
10.1111/1574-6976.12028,mendeley,US,21
10.1111/1574-6976.12028,mendeley,NL,4
10.1111/1574-6976.12028,mendeley,MY,1
10.1111/1574-6976.12028,mendeley,CL,3
10.1111/1574-6976.12028,mendeley,FR,5
10.1111/1574-6976.12028,mendeley,PE,1
10.1111/1574-6976.12028,mendeley,GB,4
10.1111/1574-6976.12028,mendeley,CN,1
10.1111/1574-6976.12028,mendeley,IN,2
10.1111/1574-6976.12028,mendeley,IT,1
10.1111/1574-6976.12028,mendeley,HU,1
10.1111/1574-6976.12028,mendeley,CO,3
10.1111/1574-6976.12028,mendeley,ES,2
10.1111/1574-6976.12028,mendeley,BE,1
10.1111/1574-6976.12028,mendeley,EE,1
10.1111/1574-6976.12028,mendeley,AR,3
10.1111/1574-6976.12028,mendeley,AU,3
10.1111/1574-6976.12028,mendeley,UY,2
10.1111/1574-6976.12028,mendeley,AT,1
10.1111/1574-6976.12028,mendeley,ZA,1
10.1111/1574-6976.12028,mendeley,MX,7
10.1111/1574-6976.12028,mendeley,CA,4
10.1002/cplx.21436,twitter,ES,1
10.1002/cplx.21436,twitter,SJ,1
10.1002/cplx.21436,twitter,US,1
10.1002/cplx.21436,twitter,AT,1
10.1002/cplx.21436,twitter,ZA,1
10.1002/cplx.21436,twitter,GB,1
10.1002/cplx.21436,mendeley,FI,1
10.1002/cplx.21436,mendeley,DE,2
10.1002/cplx.21436,mendeley,US,1
10.1002/cplx.21436,mendeley,ES,1
10.1080/19440049.2013.795293,mendeley,AU,1
10.1080/19440049.2013.795293,mendeley,JP,1
10.1080/19440049.2013.795293,mendeley,CA,1
10.1016/s1701-2163(15)30865-3,mendeley,DE,1
10.1016/s1701-2163(15)30865-3,mendeley,GB,1
10.1016/j.annepidem.2013.05.007,twitter,US,1
10.1016/j.annepidem.2013.05.007,mendeley,CA,1
10.1038/nature12859,twitter,MX,1
10.1038/nature12859,twitter,US,1
10.1038/nature12859,twitter,ES,1
10.1038/nature12859,twitter,NL,4
10.1038/nature12859,twitter,BE,2
10.1038/nature12859,mendeley,FI,1
10.1038/nature12859,mendeley,DE,4
10.1038/nature12859,mendeley,CZ,1
10.1038/nature12859,mendeley,JP,2
10.1038/nature12859,mendeley,IT,1
10.1038/nature12859,mendeley,ES,1
10.1038/nature12859,mendeley,BE,2
10.1038/nature12859,mendeley,RU,1
10.1038/nature12859,mendeley,SE,1
10.1038/nature12859,mendeley,US,3
10.1038/nature12859,mendeley,NL,9
10.1038/nature12859,mendeley,AU,1
10.1038/nature12859,mendeley,BR,1
10.1038/nature12859,mendeley,FR,2
10.1038/nature12859,mendeley,ZA,1
10.1038/nature12859,mendeley,JE,1
10.1038/nature12859,mendeley,GB,2
10.1016/j.jclepro.2013.06.020,mendeley,KE,1
10.1016/j.jclepro.2013.06.020,mendeley,US,1
10.1016/j.jclepro.2013.06.020,mendeley,MX,4
10.1016/j.jclepro.2013.06.020,mendeley,CA,1
10.1016/j.jclepro.2013.06.020,mendeley,CO,2
10.1016/j.jclepro.2013.06.020,mendeley,AR,1
10.1016/j.jclepro.2013.06.020,mendeley,GB,2
10.1016/j.jclepro.2013.06.020,mendeley,BR,1
10.1016/j.jclepro.2012.07.041,mendeley,DE,1
10.1016/j.jclepro.2012.07.041,mendeley,IN,1
10.1016/j.jclepro.2012.07.041,mendeley,DK,1
10.1016/j.jclepro.2012.07.041,mendeley,MX,2
10.1016/j.jclepro.2012.07.041,mendeley,CO,1
10.1016/j.jclepro.2012.07.041,mendeley,AR,1
10.1016/j.jclepro.2012.07.041,mendeley,BR,1
10.1016/j.jclepro.2012.07.041,mendeley,PT,1
10.1016/j.jclepro.2012.07.041,mendeley,US,1
10.1016/j.jclepro.2012.07.041,mendeley,NL,4
10.1016/j.jclepro.2012.07.041,mendeley,ET,2
10.1016/j.jclepro.2012.07.041,mendeley,AT,2
10.1016/j.jclepro.2012.07.041,mendeley,ZA,2
10.1016/j.jclepro.2012.07.041,mendeley,TR,1
10.1016/j.jclepro.2012.07.041,mendeley,GB,2
10.1016/s0140-6736(13)60593-0,twitter,BA,1
10.1016/s0140-6736(13)60593-0,twitter,CO,2
10.1016/s0140-6736(13)60593-0,twitter,AR,1
10.1016/s0140-6736(13)60593-0,twitter,GB,2
10.1016/s0140-6736(13)60593-0,mendeley,IN,1
10.1016/s0140-6736(13)60593-0,mendeley,US,1
10.1016/s0140-6736(13)60593-0,mendeley,ET,1
10.1016/s0140-6736(13)60593-0,mendeley,GB,2
10.1016/s0140-6736(13)60593-0,mendeley,CO,1
10.1016/s0140-6736(13)60593-0,mendeley,PE,2
10.1016/s0140-6736(13)60593-0,mendeley,ZA,2
10.1038/nbt.2507,twitter,US,2
10.1038/nbt.2507,twitter,JP,1
10.1038/nbt.2507,twitter,FR,3
10.1038/nbt.2507,twitter,ES,1
10.1038/nbt.2507,twitter,GB,2
10.1016/j.jclinepi.2012.04.012,twitter,GB,1
10.1016/j.jclinepi.2012.04.012,twitter,ES,1
10.1016/j.jclinepi.2012.04.012,twitter,CA,2
10.1016/j.jclinepi.2012.04.012,mendeley,DE,1
10.1016/j.jclinepi.2012.04.012,mendeley,ID,1
